label,review
0,餐送晚了，打电话咨询态度很不耐烦说等着吧。味道没有以前好了，太多也越来越差了
1,不太好吃…
1,"每次都买珍珠奶茶,很好喝,送餐速度也快！推荐购买"
1,恩还不错，就是订餐的时候系统匹配错误。打电话调节了一下，从新下单才订上
1,"特别感谢,天这么冷…………"
0,"送餐太太太太太慢了！！！！！！整整晚了半个多小时！！！,当然，饭菜很好吃"
1,挺好的，包装环保又有品。
1,啊我点了这么多次吗
1,有點慢呀…
1,送货时间挺准的就是对路不太熟悉～还可以吧～
0,我自己去买也用不了这么长时间
1,葱花饼好吃，一份不够吃有点。建议出大小份
1,送达好快，很偏的地址准确提前送到了。小龙虾特别入味，阿田大虾和在店里吃的一样。量都很足，配菜也多。
1,骑士蛮好，温馨提示我汤菜是分离的。吃过不止一次了，但是下次能给我拿双筷子么………
0,有点咸，量也不是很大
1,"还好,很大一个"
0,味道挺好的
0,三小时二十分才送到，还有比我更慢的吗！求挑战
0,太糟糕了，大份的薯条只装了包装的不到一半。汉堡都像是儿童餐！
1,口味偏北方
0,送的及时，但是鸡柳煎饼给的普通煎饼。豆腐脑两碗，勺子只给一个。
1,速度真快，20分钟就到了，而且味道不错呢
0,没收到餐~~11:45分送，13:20还没送来，退了
1,好吃非常好吃非常高兴
1,送餐及时，包装看起来高大上
1,味道相当的不错呀，锡纸包装也很大气，下次还来买~~
0,和同事一块下的订单，居然同事的先到了，这份晚了40分钟才到，太久了也
1,师傅很辛苦啊，找了一个小时才找到地儿，结果已经到下午了，吃不了了。辛苦师傅了
0,送餐太慢！！！
0,辣，饭冷啦，都两三小时才送来慢
1,非常棒，量小点，胃口大的不够。
1,鸡肉披萨不错，手指牛排特别赞！
0,买了两盒的半份米饭，付了两个包装盒的钱，却给装一个盒。饭店坑我这一块钱么？！我购买了服务它却图自己方便，一块钱是小事，顾客不方便是大事。我两个人，只给一个盒让我们怎么吃！
0,肘子卷饼不好吃还贵
0,"味道还行，但是送餐太慢了！！！,饭菜全凉了"
1,骑士小哥非常好，菜也很好哦
0,面条就几根、即使小份也不会那么少吧、出餐还那么慢
0,大份的就那么一点，然后价格比在别的饭店单点个菜还贵。
0,豆浆全撒了，都没喝上，炒饭差不多都冷了，哎
1,就是时间晚每次都晚
1,"粥里有头发,就没吃,剩下都好吃"
0,"2点啊,才吃上午饭,饿瘪了"
0,"时间长,味道一般"
0,"送餐人员智商为0,气死人不偿命啊"
0,"第一次叫正一味外卖！太失望了！跟店里完全不一样！那告诉我为什么咖喱酸臭酸臭的吗,这怎么吃你告诉我"
0,不好吃，没味道，没有餐盒拿个袋子装给我，还要餐盒费，哎...
1,非常快，味道好
0,送来的时候菜都凉了，在超时的临界点送来的，好好的热汤都变凉了
0,各方面都不如之前了
0,味道一般，不是很好吃，送餐时间太长，备注带发票反而没带
1,很快很好吃更给力会继续支持的
1,饭到的很快，服务非常好。
1,包装很好，很快，就是感觉有点少。
0,不好吃……
1,花卷太好吃，每次都买很多。如果再增加一些粗粮就更好了。
0,菜的油太大了
0,等的时间太长，当然，今天下雨，不过您的电话也应该畅通呀，打了那么多遍都是语音。。。害得我又点了一份～
0,一共就五六块牛筋，其他都是菜，菜量也不多，这好意思好称30的套餐。。送餐员不认路，隔100米就要让我自己下楼去拿，这也叫外卖？
1,味道不错，就是稍微有点硬！
0,今天送餐时间还不错。就是小炒肉没几片肉，尖椒辣得没法吃。以后再也不订这家外卖了！
1,爱吃，就是这次送餐稍微慢了点，不过态度挺好的，一直道歉，好评吧
1,谢谢骑士，辛苦了～～
1,"排骨鸡里没有青笋么,下次放点吧"
0,相较于平时略慢并且可能是由于在高峰期的原因肉比较凉饭没有浇汤汁海带丝也比平时少这并不是我的错觉因为我每次都吃这两样.....宫保据说也比上次的差一些所以我决定下次避开高峰期
1,"还不错,挺好,下次还点"
1,高大上，餐包装很精致，味道也不错
1,大冷天的，送餐员辛苦了
1,鱼豆腐有异味儿，有点腻。
1,要是饼再厚点就好了
1,"7点半下单,9点送到,今天天冷可以理解,外送态度也非常好,虽然等了很久,但是还是好评吧"
0,里面竟然有大片肥肉皮，说好的鸡肉卷啊。。。
0,下雨辛苦送餐师傅了，但是套餐少饮料
0,送餐速度很快，但南瓜粥馊了还送！
1,很快。。布丁奶茶贼好喝
1,小度骑士，速度很快，服务态度很好。很喜欢点百度外卖。
1,味道很好，配送师傅更给力，准时，饭热腾腾的
1,超级快，超级快！！！
1,眉州就是专业阿
0,鱼香肉丝不是那么正宗啊，味道好平淡。。。
0,慢，没带餐具，饭到我这就是快凉了
0,东西不错，时间有点久，预期时间不准
1,"没有想象中好吃,没味道,可能,鱼香好吃点"
1,送来的有点儿晚了，面条有点儿陀，不过味道真的不错，赞一个！外送小哥态度也很好！
1,拌面真心好吃，煎饼口味有点吃不惯
1,"划算,优惠过的价格才对得起煎饼果子,味道也还行"
1,一如既往的的快，好吃。。。。真棒
0,定的饺子没有了，换了别的也没退差价。订的两人份，特意叮嘱多放点醋，结果只给了一人份的量
1,中份感觉男生吃不饱
0,味道还不错，但是不是第一次送延误了，这次貌似还给送错了。。。等了好久饿过劲儿了已经，本来很好吃的西红柿鸡蛋都凉了。。。送饭过来的时候连声抱歉就给个三星吧。希望以后改进！
1,"很客气的大叔，卷饼very,good"
1,肉松送成鸡柳了，赚到了
0,什么玩意！！！订了不送
1,就是不能按预定时间送达.....要么晚四十分钟要么早近一个小时.......
0,买的饼和粥！！！粥居然不给送！！没见过这样的！
0,"招牌肥牛不错。玉米沙拉不好吃,买亏了。"
1,非常好，外卖大哥谢谢啦！
1,很好吃而且超值
1,送餐送错了，送来三种不同口味总计19个小笼包，也是醉了
0,上次比较快，味道不错，没想到这次很慢，下次快点
1,虽然等了一个多小时，但确实因为天气热，外卖小哥送不过来，辛苦辛苦，好评
1,送餐很快～师傅很好～面也好吃
0,尼玛，送了三个小时
1,配送服务非常好，稻香村很好吃
0,外卖餐盒还要钱不合理，而且餐盒很贵，几分钱的餐盒要一块一个
1,经常订餐非常好吃，还很干净。
1,"很好吃,是家乡的味道,有人说面有点硬,就是这种味道,碱面"
1,味道不错，服务不错，
1,对于北方的女汉子中份的卷饼稍稍有点不够吃，喝了粥就好多了
1,送过来披萨还是热的，一如既往的好吃，赞一个
0,等了100分钟…还不好吃，到手已经快冷了。
1,稍微慢了一点，不过老板态度很好。支持
0,3元钱的米饭连饭盒底都盖不满，真是第一次遇到。招牌菜牛蛙，一坨浆糊，炒鸡蛋也是一坨坨，真是够了。这年头不是只有你一个商家，看看人家都怎么做的。三个菜172，比望湘园眉州东坡不知道贵多少，还这种质素
0,米饭不好吃，牛肉太多水
1,速度很快，态度很好，赞一个
0,味道不敢恭维
0,"皮厚,菜少粥不满"
0,没有发票，都备注了还是忘
1,还不错呢~~提前送到~~~热乎乎的，比想象中好
1,微波炉加热后，超好吃
0,泡馍送到汤全没了。坨成一团没法吃。勾魂凉皮难吃至极佐料都没放什么味道都没有。除了辣什么味道也没有。不会再来买饭。贵品质差
1,端午节还送粽子。业界良心啊！很棒
0,"量巨少,巨少,，再也不点"
0,送歺太慢！
1,饭菜一般，快递不错，赞一个
1,串这次不好吃
0,非常遗憾，代金券和立减优惠不能同时使用了。真是痛心疾首啊！
1,看评论还担心特别晚才能送到，还特意打了客服电话询问，结果半小时就送来了，薄脆还是脆的。味道也不错，就是酱略咸。
0,派送员只送到楼下，不送餐上楼，可是电话里的语气：“餐到了！到楼下取！”没有半点礼貌，还没等对方说完话，那边电话挂了
1,"就是好吃,量还够。速度也快"
0,"牛肉貌似有股坏了的味道,2次注明要生菜根本没人理"
1,肉太多肥的了，选鸡肉或者牛肉的好了
1,服务态度好，速度快，值得表扬
1,第一次用这种玩意，感觉羊都已经被薅秃了
1,希望以后把肉切碎一点，块有点大不好咬
1,"很好吃,送餐速度也还不错,还送了一个王老吉饮料"
0,我去，点了藕片，里面压根就没有好么？
1,送餐的大叔辛苦了！
1,送餐快，包装安全放心，味道好。
0,时间有点长，都这么晚了~还很忙啊~我都快饿死了
1,不错，就是送餐有些慢
1,比想象的高大上好多啊…很好吃。
0,又凉又难吃！送餐时间两个小时
1,这次味道不错，下次购买
0,肉臭了，态度还十分恶劣，不处理，不要再定这家了
0,送来全洒了
1,炒菜需时间较长，配送小伙提前电话提示，细心！赞一个！
0,没拿吸管，对业务不熟悉
1,味道不错～优惠力度好大
1,味道不错！
0,送餐太不靠谱！
0,"换了个煎饼,还是不好吃,豆浆这次也有些发酸...以后不会再定了"
0,送的太慢了，11:30左右下的单子，一点才到。都上班了
1,特别好，送外卖的大哥服务也特别好！好吃！
1,好吃，就是送的太快了，没有按照预订的时间送达
1,还不错！这次点的是饭，没有立减的话，那就不值二十元这个价！
1,"味道很好,皮薄有汤汁"
1,送餐快递很给力，饭菜都热着呢，鲜肉小笼包和红烧肉都不错
1,快递很给力
0,好难吃，说是酥肉，其实都是大肥肉，味道也不行，第一次百度订餐，印象很差劲
1,又快又好，态度友好，下次还会用
0,极难吃，水平还不如路边摊，再也不会点了
1,米饭太硬了，有的还没熟
0,咋的了？送餐员啥态度？办公室门都不进扔门口桌子上了，门口没桌子你打算给我扔地上啊？假期结束你心情不好啊？我还心情不好呢，吃你们家东西多少回了，现在都这样态度了，米线碎了都
1,不错，非常好
1,来的倒是相当快，但是。。卷饼里没有酱吗？我是第一次吃。。感觉这样的饼怪怪的。。加点甜面酱会更好吃吧？两边的饼很硬，很干。。。肉太少了。。辣椒味道有点生。。。
1,上次少的粥我在备注里写了，果真送到了。
1,不错就是洋葱没熟太辣
1,"一直很好的卷饼，但是这次拿到餐就觉得纸袋下面湿的，打开包装发现里面粥是倒的……,粥撒了……"
1,尖椒土豆丝不好吃，别的都不错
0,太难吃了，吃得真搓火，感觉像山寨版的正一味，很难吃，很难吃，非常难吃。
0,豆浆不好喝…南瓜粥洒的满袋子都是…薄脆煎饼跟豆腐脑还是很好吃的
0,干干的，还不如炒米线呢。。。而且没送饮料！！
1,饭菜好吃，环境干净，服务人员态度友好
0,送餐太慢了，10：30订餐，12：30才送到，饿死我了，没有下次了
0,包装不错，口味一般。
0,卖家能仔细点吗？写着不要鸡蛋还是给我煎饼上加鸡蛋，实在让人无语！
1,"是羊杂粉，一碗就饱了∠(,ᐛ,」∠)＿"
1,不错，挺准时
1,非常不错，挺好吃的，物美价廉！！
1,藕盒不错，就是有点凉了；卷饼一般
1,带脆饼的煎饼好吃
0,送餐速度不快，味道还行。
0,很不开心的一次！！！三点多下的订单，怕他们忙，让他们五点送，这个推时间，一下子下班到18点20才送到这。还各种找借口！！！！
1,送花好快，没有凉，薯条有些过火，其他的好吃
0,油菜怎么变成了水煮白菜还很难吃
0,梅干菜扣肉和豆腐丝小菜都特别的咸特别的咸，齁咸，建议少放点盐，梅干菜扣肉如果能带出点甜味也许会中和下齁咸的感觉。相较而言，米饭做的不错，就是量太大，满满一盒饭可以搭配三份菜了。
0,一般吧，真心不辣，速度不错，口味一般。
0,"垃圾垃圾,这餐还送不送啊,俩小时了还没到"
1,今天真是超级快，感觉刚下单就送到啦哈哈哈
0,饺子送过来都凉了，就吃了两口==
1,还可以，送的时间算快的了，半小时吧～
1,超级好吃！又快！！
0,为什么最近我总是下完单就退款，说我优惠金额已用，明明是今天第一次下单
1,"配送速度很快,每个品种分开装纸袋而且包的很好,喜欢吃"
0,不说自己送的慢，闲我下去的慢，三电话，我能不着急去取餐吗？送餐人员太少了。卷饼一般般，谈不上多好吃。吃完愣是没吃饱，感觉像早餐。
0,骑个自行车送饭，不好吃，下次不会再订了。
0,这是我吃过最难吃的石锅拌饭了，真不知道说好吃的都是什么味觉，非常客观的评价，希望你看到能换家餐厅！
1,骑士很好！非常负责任，所有的骑士都可以像这个骑士一样就太好了
1,很好吃，送的及时，下回还点
0,太慢啦！实在难以忍受
0,每次好像选了要发票，总是给自动取消
0,味道太淡，建议多些酱料，辣椒太辣，不如换成黄瓜或者土豆丝
0,20的套餐，4个菜，还行吧。
0,到了之后洒的袋子都坏了，直接全洒地上了，怎么申请退款，实在太差，弄得满地都是
0,要的无糖！无糖！无糖！
0,"送餐超慢，晚了一个多小时，催了三次,菜品油太大，除了汤还行，其他的都糊嘴,并且，说好了满100送大可乐，特意凑的单，结果送到了说没拿，打电话到店里结果接了之后说查一下给我回电话，然后就没有消息了"
0,根本就没送
1,味道很好，离得不算近送来还是热的（茄子甚至还是烫的呢！）~马盏糕和冻糕萌萌哒~
0,不给筷子，奇怪的餐厅啊
0,"尖椒土豆丝卷饼夹生,不好差评"
0,都是肉没有菜，这什么饭也不能光是肘子和饼啊，放点生菜行不行
0,服务态度差，备注写多要番茄酱，结婚餐到了一个没有
0,京酱肉丝上次还有豆皮呢，这次怎么没有了！米饭给的也很少。
1,送达时间是下午一点
1,很不错，不过综合起来还是肘子卷更好吃
0,送货速度太慢，餐厅距离我家很近，但是却跑到更远的地方去送餐，最后才来给我送餐，时间用了一个小时二十分钟
1,好吃快捷！
0,店家和送餐的人特别不好，送错地址了还赖我写的不清楚
0,送餐服务特别差！骗人！明明保安让进大门，就因为懒得进来，所以骗人说不让进！无论东西好吃与否，就看在这个送外卖的人，以后也不会买了，也不会推荐朋友买！什么服务啊！！！太差！！！
1,太慢了。挺好啊
0,味道可以，但是配送服务不好，取消订单了也没有电话通知，等了很久
1,蔬菜卷里全是土豆丝。。。相当于粮食，放很多绿叶蔬菜不是更符合蔬菜卷的名号吗？京酱肉丝一如既往的好吃。如果能吃肉之外摄入真正的蔬菜就好了
0,为什么我先订餐，同学后二三十分钟订餐，他还能先收到，你们这个是不是搞错了
0,送餐时间晚了十多分钟，薯条都是凉的，送餐员一会不好意思都木有
1,很好喝！天天都喝～～
0,薯泥太湿了，口感很怪，味道不好，提拉米苏少了一角，被惊到了~望以后注意
1,大家都说送的慢，弄得我不敢选他家的，但是我点了一次，超级快就送到了啊
0,速度确实不是一般的慢，菜品我很喜欢～赞一个吧
1,"挺好,有优惠合适"
1,经济实惠还好吃
1,饺子很好吃，送餐很快
1,感觉没有去店里的好喝
1,奶茶很好喝
1,速度很快，比萨底很脆
1,这个套餐太值了，从下单到到达，简直是空运的速度
0,为什么麻辣子鸡要和宫保鸡丁搭配。。。全是鸡肉。。。
0,我定的是素三鲜的，打电话让我换，换的是香菇的，本来六个，但是只送了三个。为什么？
0,豆腐脑太难吃了，我喝过最难吃的豆腐脑，还12一碗！，肉松煎饼也不好吃，不会再点了！外卖服务不错！
0,前几年去他家店里吃特别正宗。这次外卖点的酸豆角肉末和小炒牛肉居然配菜都一样！！配菜都是酸豆角和蒜苔，太难吃了，肉末酸豆角居然放蒜苔。牛肉又小又少。两个菜一个味！！望改进。
0,为什么没有给我送粥啊。
0,"好吃,但是吃完就一直拉肚子。。"
0,点的茴香猪肉送成了白菜猪肉的
1,很好吃的，刚刚好！
1,速度慢，都是食物真的很棒
1,鸡肉的加了酱汁，味道更好。送餐小哥态度也超级棒。全五分！
1,牛肉粉儿好吃好吃！
0,下单一个小时！！！还没有人接单！！！！！！！！而且取消订单非得要打电话！！！！什么傻逼规矩！！！！！！！！！！！！！！
0,没饭了还是不想送了呀。我们十点半点的餐，你们十二点打电话告知我们点的餐没有了，什么人啊，不想送也不能耽误我们店别人家的，我看你们干脆倒闭算了，气死老娘了。差的我都不想再说你们什么了
1,好吃的点心就属稻香村了！骑士送货很快，服务热情！赞一个！
0,等了快两个小时，电话打不通，催单不管用，米线没豆花没配菜
1,就是有点少
0,我擦，怎么会有好评的，炒菜还没有食堂一勺的量，抢钱么
0,挺准时的，大家都说米饭有点少。再多点米饭就更好了。
0,送的挺快的并且食品还是很好的跟以前一样我喜欢的口味，但是我要的发票没有送来呀
0,饭和菜一共就半碗，一个鸡蛋也没熟，没肉，30，真差！恶心！
0,葱40%，花生30%，肉20%，辣椒10%，IT男没有以前厚道了
0,慢到无可救药，还洒的袋子湿透。累感不爱
1,我记得我是选择下午4点半送的，结果不知道为什么变成了1点多就送到了。鱼香肉丝盖饭好吃，皮蛋粥也好吃，赞赞
0,送餐员态度还是很好，迟到了一个小时，看在送餐员的份上，才没有计较，下次不会订这个了
0,送错了，订的不辣饭，结果2个菜都是辣的
1,非常好。送的也特别快。棒棒哒！
1,送餐员太好了，跑了两个地方，辛苦了
0,"沙拉没给酱,没给叉子"
0,炒米条很少，两份辣白菜汤都撒得只剩一半了，同事们都没吃饱
0,"冰太多,味道淡,质量一般,希望改进"
1,尝了尝新款，凑合吧
0,这种包装盒还敢收那么贵！饭都压瘪了，油太大！不推荐。
0,把多点的单份米饭倒在一个另一个人的盖饭里，造成我们先后轮班吃饭的人没法吃，我想请问您怎么不把一个订单中的6份饭倒一个桶里拎过来？像喂猪倒甘水一样多省事啊！
0,为什么每次都是凉的。。。。。。
0,饺子没有蘸料，不靠谱啊～
0,垃圾店，你的包装袋能别拴死扣吗，费半天劲才打开
1,速度有点慢
0,蘸酱菜的生菜很不新鲜。锅包肉没有第一次做的好，咬不动。韭菜盒子的边太宽了。
0,挺好，评分给的低就是针对服务态度，接线员工态度太差。建议以后订餐能等就等，别打人家电话催单
1,价格偏高，不过倒是蛮好吃的。
0,唉，备注写上了不要芝士、不要沙拉酱！汉堡王还特么给弄了，单子上不是写了么！看了么！？不过最后赔偿了一个，辛苦了送餐师傅再取、送一趟！师傅人很好，猛猛哒！嘻嘻
1,味道很好，吃起来也方便～
0,不是特别好吃，没什么滋味
0,太慢，正一味订了好几次了就是慢。接不了这么多单，就暂停下啊，太耽误事儿了
0,"连续两天要的鱼香肉丝,但是今天一半都是青椒...很差劲"
0,呃………今天的味道很一般
1,大冷天，快递小哥微笑服务，手动赞一个
0,这次送餐慢了好多，建议加强
1,不是说好送王老吉吗？为什么没有？这样不好吧……
0,味道好，果子煎饼挺好的，套餐很划算。
0,2个小时才送到，也是醉了，取消订单都取消不了
1,"送的太快了,不是说好的十二点吗,人和人之间的信任呢"
0,不是一般的慢
1,挺好的，不错
0,"10点多订的,送了2个小时"
1,味道很赞，到家是热滴
1,很好，一直吃这家
0,没有餐盒装鱼，看着就没了食欲
1,口味很不错
1,"好吃,就是贵"
1,送的还比较快•就是味道没有在店里吃起来好吃•总体不错
1,整体来说不错
1,味道很不错，就是油很大，吃的有点腻！
1,超级好超级好超级好啊
0,送的有点慢，味道很好！
1,能感觉到店家非常在乎客户的意见，赞一个。
0,时间好久~
0,之前都两盒，这次就给装一盒。还不多，差评。快递小哥辛苦
1,"不知道黄家是没有薄脆的。。不爱吃，,肉松的不错"
1,味道蛮不错的，包装也很喜欢
0,面条都烂了
1,"大虾很好吃好评,..."
1,"哎呀,超喜欢,都好吃,期待能有更多新品,更多选择"
1,"好好吃的宇宙卷饼,棒棒哒～送餐速度出乎意料～"
1,小黄鱼贴饼子根本不是贴饼子，，炸窝头！都黑了！什么玩意！糊弄人呢！！！
0,"肉是糊的,吃多了致癌"
1,谢谢快递哥哥，非常准时，辛苦啦
1,"好吃又快,要是辣的能标出来就好了"
1,味道很好而且很实惠送得也很快
1,有点咸。八宝菜更咸(>﹏<)
1,"好吃,好吃,真好吃"
0,都是大肥肉，吃不了！
1,很好吃，送餐大姐人很好，特别准时
1,还是特色的好吃！拿到还是烫的，很好，鸡翅也好吃
0,"说实话不怎么样啊,根本不够吃,还那么贵"
1,价格不贵，肉也够足，要是再加点葱什么的提提味就更好了
1,特别贴心的骑士。服务超级赞
0,送的有点慢
0,太慢太慢，等了一个小时啊
1,外卖哥最棒最棒最棒。。。。
1,快递师傅很好，很负责！饭菜也还可以。就是鸡腿有点淡了！
1,服务好速度快，100分
0,有股怪味，吃着没食欲
1,饭菜好不好另说，就冲这么冷的天这么晚，快递辛苦送来也好评
0,"首先服务员态度懒散，推卸责任，叫外卖最最失望的一次，没有之一，其他家至多是菜不好吃，你家根本就是店员素质有待整体提高，从店面的经理到外送的服务生，素质真心太差，好在店长后来有特意致电，也拿出解决问题的样子来，勉强咽了口气。,菜品方面我本来想乱写，看在店长诚恳，我实话实说，两道菜都是重油重辣，烧饼也很辣，牛蛙的肉不是我喜欢的嫩的那种，有点像是速冻的那种牛蛙肉做的。另外那个青苹果汁基本上就只能说是色素糖精加水了，真心对不起“奶茶店现做”这个备注，这种水也用现做的吗？？尝了一口就都倒掉了，老板拜托你想办法提高点饮品档次，哪怕一点点，随便商场里的哪个水吧都比这个调的好，你涨点价钱都没啥，8块搞一大桶这个真心有被骗的感觉"
0,真不咋地，相当一般
1,"太快了,11点就到了"
0,"非常差！速度差！饼拿来全凉的！！还弄在锡纸里面,你让我跟公司怎么热！！！！送了3个小时!！送餐员说餐多，这是什么他妈屁理由！谁尼玛让你接这么多的!!若是分配给你,你送不了就别送！!路不好走，路不好走是事实,但需要走你妈3个小时吗！！！！！？差评差评！！！媒体曝光！等着的,没完！！！！"
1,送餐小哥很不错，很有礼貌啊！
0,呵呵。。。等了两个小时。。。菜的味道不错，但是太慢了，打了好几个电话一直占线，好不容易打通了告诉我5分钟送到，结果又等了40分钟。附近上班族午休时间有限还是不要点了，人家工作你在那吃东西太尴尬了。以后不会点了。
1,很好很强大
0,味道一般。
1,第一次少送了，让配送员跑了两次，不好意思！
1,还没吃，不过很快，赞赞赞
1,态度很好，也很好吃，继续努力啊～
0,送餐速度比平日慢
1,味道不错，价格合理，很好吃
1,"之前不知道为什么取消我订单两次,这次打电话说80分钟能送到,问我能接受么,想吃煎饼就同意了,最后60分钟送到的,味道还行,送来的时候,薄脆还比较脆,就是煎饼里放了辣酱,稍微有点儿辣"
0,快递员电话说不能进楼，沟通发现根本就没搞清楚在哪儿就让下楼自取，下楼自取和下楼自己买有什么区别，还要叫外卖有什么用。
1,喜欢宇宙卷饼，送餐也很快，就是凉了没有那么好吃了
1,很好吃啊！！！
1,很好哦，很好很好。。。。
1,孩子非常喜欢，尤其是草莓甜饼还会再来
1,感觉这是最赞的一次外卖
0,"等了一个办小时我也是醉了,而且送来的都凉了"
1,好吃！就是皮蛋粥有点儿太稠了…差点把锡箔纸吃进肚子里！呜呜…
1,评价晚了点，服务很好很赞
0,"要了超大杯，却给我大杯，但是还是很感谢骑手大叔，,这么冷的天气，"
1,还好吧，披萨不会再要这个了，可以试试其它的
1,"很好吃,超值"
1,感觉有点辣，味道一般
1,"小哥超快,东西包装很好,好吃,好评"
0,铁板烧汁茄子味道真心不错！宫保鸡丁做的太甜了。水煮肉片味道还凑合，但是肉质太干！
0,"点了四个菜,两盒米饭,141元,没一个好吃的,什么破玩意"
1,这南瓜粥真是让人无语
0,"疑似送错,没奶泡,没焦糖,还撒了,送了一个半小时,商家又没超时半价,张嘴就跟我瞎话,还系统已经自动半价,送的貌似是普通拿铁,估计我那杯不知道给谁去了,为别人多花四块,呵呵"
1,"等两个小时多,差点没饿死"
1,谢谢师傅，非常准时，态度超级好，绝对好评！
1,好多肉啊，又便宜，很不错哦
0,宫爆鸡丁真的很一般、溜肝尖油放的超多！外卖服务超级坑人、前一秒说满30减8、后一秒又说网络系统显示错误、百度外卖、这次真的很坑人举动、反正下次不再光顾这家店了……
0,"晚了一小时,要求赔偿,给我回电"
1,"口味不错哦,还优惠很多"
0,可能我不喜欢吧！那个皮好生啊？感觉不太熟
1,"有点慢了,希望下次加快"
0,留的电话关机，百度电话客服忙碌，在线客服说帮催了，催单一直显示在配送了，等了一个半小时还没来，上网搜了电话号码，打过去说没看到百度外卖下的订单
1,骑士师傅辛苦了，大冷天的。
0,一不小心点错了，一个小时十五分钟了，还没送到
0,送来时菜已凉，12元的一份青斑苦瓜，容量如外面早餐送的小菜，少的可怜
1,很好！送餐员也很棒！
1,比预计时间晚了十分钟，还算准时
0,太难吃了，真的想不出还有什么能形容的，涩，难看，胡味儿
1,好吃，棒棒的
1,今天很冷，送来的pizza还是热的！谢谢送餐的大哥
1,给力，就是速度慢点，需要早定
1,"卖家很贴心让给点辣油竟然把瓶子都拿来了！,芝士再多些就完美啦"
1,金枪鱼没有那么多～味道还成吧
1,还行吧，偶尔吃一下还可以
0,"凤梨太生，不甜。,蜜桔，一点都不甜。"
1,很好，超值
0,这么近你送将近两个小时，逗我呢？
1,"很方便,离学校很近"
0,不是一般的慢，1.30才到。再也不会来了
1,京酱肉丝太咸了
1,味道还行~豆腐脑的卤淀粉可能多了
0,说订单满30赠小菜，结果没有！
1,味道不错，能看到送餐员的行踪
0,我去，，4、5个小时你猜来！！！真可以！！！都别来他家买了。
0,送餐那么慢，为什么每种食物味道都怪怪的，冰豆浆是馊的吗？难喝极了
1,"八宝茶太太太...咸了,木耳和南瓜粥不错"
1,就是太慢了，对方送错地方了，无语
0,"不送上来，让下去去，还没赶下去，就来电话了，说给放到大厦大厅口了，真是太奇葩了，遇到过让在楼梯口等的，遇到过让在一楼等的，还没遇到过这种的，服务太差！！,卷饼味道一般，很肥腻，价格很高，简单的一个饼卷肉，一个最便宜的20，和肉夹馍差不多，总之，再也不会定了"
0,这次没给拿醋…腔骨很咸。
0,麻婆豆腐口味绝对需要提高！肉饼和茄条好次，扳回。送餐很快！
1,不错，就是披萨有些小
0,我的电话打不通，不知道为什么
1,很快很好。
0,菜也太少太少了吧，感觉跟别人吃剩了扒拉给我的一样
1,送餐速度快，送餐速度快
1,物美价廉！
1,大肉卷好吃！在便宜一些就好了
0,送餐太慢了，11点半订的餐，你下午1点半才送到
0,送餐速度慢，口味一般！
0,一个多小时送到，面他妈都坨了，
0,"只要用百度外卖,永远只有大半杯。永远不满杯，不知道该通过什么渠道投诉星巴克。"
0,送货太慢了，晚了半个小时！玉米太硬，没有味道！
0,"我要换的东西没给换,而且量还比以前少,送餐速度将近俩小时,送来还都凉透了,这是要作甚？"
0,第一次在这家订，也是最后一次，两个小时才送到，呵呵
0,一个半小时
0,口味倒还可以，份量小，中分的对男生来说根本不够，吃完后晚上拉肚子了，也不知道是不是他家的关系
0,点的吊烧鸡，店家沟通过是吊烧鸽，也很诚实的说肯定没有鸡那么大，我也就嫌麻烦没退，虽然有心理准备但看见实物还是惊呆了，只有拳头那么大，实在不知道该说什么好，价格还是42，觉得有些不舒服，一只烤鸭一盒完全能装下，结果装了两个半盒，葱丝和黄瓜却用袋子装，盒子也是要钱的啊，红莲确乎不是记忆中的红莲了，我从小在南城长大，对红莲有儿时的情节，当年的南城第一炉已不复存在，快递小哥还是很好的，赞一个
0,挺不喜欢给一般的评价的。腊八，特意提早到十点半订的餐，结果还是晚了近一个小时。肉饼和糊塌子都凉了，而且特别的油，菠菜老的嚼不动，黄叶子都在里面。也不知道说什么好了。
1,还不错的，肥肉和肉皮有点多。其它的土豆丝卷饼很不错哦！
1,送的还是很快的，店家也熟悉，就是不知道怎么选辣不辣
1,送到有点晚。虽然没有超过赔付时间，但超过了预计到达时间。不过雾霾锁京，还是要谢谢送餐师傅的辛苦付出
0,"面送到的时候已经坨了,凉拌木耳洋葱实在太难吃了,红豆粥真心好喝"
1,好，便宜，快
1,南瓜粥一般般，卷饼不错
0,"可乐都撒了,也没有吸管"
1,快、好、方便
0,送餐送了两个小时！都凉了！
0,送餐员取餐之后辗转多地，才把我定的餐送过来，薯条，鸡块还有鸡米条都已经不脆了，汉堡的纸袋子也已经被水蒸气透湿了。要了两份中暑套餐，还有几份小食，总共就给了两包番茄酱，可乐也都洒了
1,还行，不错，快递也非常的快
1,"送得很快,东西也很好次"
1,送餐师傅超级快，态度也特别好，餐也很好吃
1,"为什么不能用代金券,为什么没有满减,下次不定了"
0,女儿说面成饼了，灌汤包也没有汤了，出了包装费就不能打包好点！配送员很好
0,配送员相当没有礼貌
0,配送时间过长，也不能显示实时状态
0,外卖员没有送上楼，要求客户下楼取餐
0,桔梗太难吃了拌饭一般
0,订单取消，一直不给退钱，太差了，打了n次电话，这么差的店再不会来
